#PY	PYTONE	WG	YALE	GI	BPMF	GR	FR	TY
kao1	kāo	k'ao1	kau1	kau1	ㄎㄠˉ	kau	k'ao1	kao1
kao2	káo	k'ao2	kau2	kau2	ㄎㄠˊ	kaur	k'ao2	kao2
kao3	kǎo	k'ao3	kau3	kau3	ㄎㄠˇ	kao	k'ao3	kao3
kao4	kào	k'ao4	kau4	kau4	ㄎㄠˋ	kaw	k'ao4	kao4
ke,ke0,ke5	ke	k'e,k'e0,k'e5,k'ê,k'ê0,k'ê5	ke,ke0,ke5	ke,ke0,ke5	ㄎㄜ˙,ㄎㄜ	.ke	k'o,k'o0,k'o5	ke
ke1	kē	k'e1,k'ê1	ke1	ke1	ㄎㄜˉ	ke	k'o1	ke1
ke2	ké	k'e2,k'ê2	ke2	ke2	ㄎㄜˊ	ker	k'o2	ke2
ke3	kě	k'e3,k'ê3	ke3	ke3	ㄎㄜˇ	kee	k'o3	ke3
ke4	kè	k'e4,k'ê4	ke4	ke4	ㄎㄜˋ	keh	k'o4	ke4
ken,ken0,ken5	ken	k'en,k'en0,k'en5,k'ên,k'ên0,k'ên5	ken,ken0,ken5	ken,ken0,ken5	ㄎㄣ˙,ㄎㄣ	.ken	k'en,k'en0,k'en5	ken
ken1	kēn	k'en1,k'ên1	ken1	ken1	ㄎㄣˉ	ken	k'en1	ken1
ken2	kén	k'en2,k'ên2	ken2	ken2	ㄎㄣˊ	kern	k'en2	ken2
ken3	kěn	k'en3,k'ên3	ken3	ken3	ㄎㄣˇ	keen	k'en3	ken3
ken4	kèn	k'en4,k'ên4	ken4	ken4	ㄎㄣˋ	kenn	k'en4	ken4
keng,keng0,keng5	keng	k'eng,k'eng0,k'eng5,k'êng,k'êng0,k'êng5	keng,keng0,keng5	keng,keng0,keng5	ㄎㄥ˙,ㄎㄥ	.keng	k'eng,k'eng0,k'eng5	keng
keng1	kēng	k'eng1,k'êng1	keng1	keng1	ㄎㄥˉ	keng	k'eng1	keng1
keng2	kéng	k'eng2,k'êng2	keng2	keng2	ㄎㄥˊ	kerng	k'eng2	keng2
keng3	kěng	k'eng3,k'êng3	keng3	keng3	ㄎㄥˇ	keeng	k'eng3	keng3
keng4	kèng	k'eng4,k'êng4	keng4	keng4	ㄎㄥˋ	kenq	k'eng4	keng4
kong,kong0,kong5	kong	k'ung,k'ung0,k'ung5	kung,kung0,kung5	kung,kung0,kung5	ㄎㄨㄥ˙,ㄎㄨㄥ	.kong	k'ong,k'ong0,k'ong5	kong
kong1	kōng	k'ung1	kung1	kung1	ㄎㄨㄥˉ	kong	k'ong1	kong1
kong2	kóng	k'ung2	kung2	kung2	ㄎㄨㄥˊ	korng	k'ong2	kong2
kong3	kǒng	k'ung3	kung3	kung3	ㄎㄨㄥˇ	koong	k'ong3	kong3
kong4	kòng	k'ung4	kung4	kung4	ㄎㄨㄥˋ	konq	k'ong4	kong4
kou,kou0,kou5	kou	k'ou,k'ou0,k'ou5	kou,kou0,kou5	kou,kou0,kou5	ㄎㄡ˙,ㄎㄡ	.kou	k'eou,k'eou0,k'eou5	kou
kou1	kōu	k'ou1	kou1	kou1	ㄎㄡˉ	kou	k'eou1	kou1
kou2	kóu	k'ou2	kou2	kou2	ㄎㄡˊ	kour	k'eou2	kou2
kou3	kǒu	k'ou3	kou3	kou3	ㄎㄡˇ	koou	k'eou3	kou3
kou4	kòu	k'ou4	kou4	kou4	ㄎㄡˋ	kow	k'eou4	kou4
ku,ku0,ku5	ku	k'u,k'u0,k'u5	ku,ku0,ku5	ku,ku0,ku5	ㄎㄨ˙,ㄎㄨ	.ku	k'ou,k'ou0,k'ou5	ku
ku1	kū	k'u1	ku1	ku1	ㄎㄨˉ	ku	k'ou1	ku1
ku2	kú	k'u2	ku2	ku2	ㄎㄨˊ	kwu	k'ou2	ku2
ku3	kǔ	k'u3	ku3	ku3	ㄎㄨˇ	kuu	k'ou3	ku3
ku4	kù	k'u4	ku4	ku4	ㄎㄨˋ	kuh	k'ou4	ku4
kua,kua0,kua5	kua	k'ua,k'ua0,k'ua5	kwa,kwa0,kwa5	kua,kua0,kua5	ㄎㄨㄚ˙,ㄎㄨㄚ	.kua	k'oua,k'oua0,k'oua5	kua
kua1	kuā	k'ua1	kwa1	kua1	ㄎㄨㄚˉ	kua	k'oua1	kua1
kua2	kuá	k'ua2	kwa2	kua2	ㄎㄨㄚˊ	kwa	k'oua2	kua2
kua3	kuǎ	k'ua3	kwa3	kua3	ㄎㄨㄚˇ	koa	k'oua3	kua3
kua4	kuà	k'ua4	kwa4	kua4	ㄎㄨㄚˋ	kuah	k'oua4	kua4
kuai,kuai0,kuai5	kuai	k'uai,k'uai0,k'uai5	kwai,kwai0,kwai5	kuai,kuai0,kuai5	ㄎㄨㄞ˙,ㄎㄨㄞ	.kuai	k'ouai,k'ouai0,k'ouai5	kuai
kuai1	kuāi	k'uai1	kwai1	kuai1	ㄎㄨㄞˉ	kuai	k'ouai1	kuai1
kuai2	kuái	k'uai2	kwai2	kuai2	ㄎㄨㄞˊ	kwai	k'ouai2	kuai2
kuai3	kuǎi	k'uai3	kwai3	kuai3	ㄎㄨㄞˇ	koai	k'ouai3	kuai3
kuai4	kuài	k'uai4	kwai4	kuai4	ㄎㄨㄞˋ	kuay	k'ouai4	kuai4
kuan,kuan0,kuan5	kuan	k'uan,k'uan0,k'uan5	kwan,kwan0,kwan5	kuan,kuan0,kuan5	ㄎㄨㄢ˙,ㄎㄨㄢ	.kuan	k'ouan,k'ouan0,k'ouan5	kuan
kuan1	kuān	k'uan1	kwan1	kuan1	ㄎㄨㄢˉ	kuan	k'ouan1	kuan1
kuan2	kuán	k'uan2	kwan2	kuan2	ㄎㄨㄢˊ	kwan	k'ouan2	kuan2
kuan3	kuǎn	k'uan3	kwan3	kuan3	ㄎㄨㄢˇ	koan	k'ouan3	kuan3
kuan4	kuàn	k'uan4	kwan4	kuan4	ㄎㄨㄢˋ	kuann	k'ouan4	kuan4
kuang,kuang0,kuang5	kuang	k'uang,k'uang0,k'uang5	kwang,kwang0,kwang5	kuang,kuang0,kuang5	ㄎㄨㄤ˙,ㄎㄨㄤ	.kuang	k'ouang,k'ouang0,k'ouang5	kuang
kuang1	kuāng	k'uang1	kwang1	kuang1	ㄎㄨㄤˉ	kuang	k'ouang1	kuang1
kuang2	kuáng	k'uang2	kwang2	kuang2	ㄎㄨㄤˊ	kwang	k'ouang2	kuang2
kuang3	kuǎng	k'uang3	kwang3	kuang3	ㄎㄨㄤˇ	koang	k'ouang3	kuang3
kuang4	kuàng	k'uang4	kwang4	kuang4	ㄎㄨㄤˋ	kuanq	k'ouang4	kuang4
kui,kui0,kui5	kui	k'uei,k'uei0,k'uei5	kwei,kwei0,kwei5	kuei,kuei0,kuei5	ㄎㄨㄟ˙,ㄎㄨㄟ	.kuei	k'ouei,k'ouei0,k'ouei5	kuei
kui1	kuī	k'uei1	kwei1	kuei1	ㄎㄨㄟˉ	kuei	k'ouei1	kuei1
kui2	kuí	k'uei2	kwei2	kuei2	ㄎㄨㄟˊ	kwei	k'ouei2	kuei2
kui3	kuǐ	k'uei3	kwei3	kuei3	ㄎㄨㄟˇ	koei	k'ouei3	kuei3
kui4	kuì	k'uei4	kwei4	kuei4	ㄎㄨㄟˋ	kuey	k'ouei4	kuei4
kun,kun0,kun5	kun	k'un,k'un0,k'un5	kwun,kwun0,kwun5	kuen,kuen0,kuen5	ㄎㄨㄣ˙,ㄎㄨㄣ	.kuen	k'ouen,k'ouen0,k'ouen5	kun
kun1	kūn	k'un1	kwun1	kuen1	ㄎㄨㄣˉ	kuen	k'ouen1	kun1
kun2	kún	k'un2	kwun2	kuen2	ㄎㄨㄣˊ	kwen	k'ouen2	kun2
kun3	kǔn	k'un3	kwun3	kuen3	ㄎㄨㄣˇ	koen	k'ouen3	kun3
kun4	kùn	k'un4	kwun4	kuen4	ㄎㄨㄣˋ	kuenn	k'ouen4	kun4
kuo,kuo0,kuo5	kuo	k'uo,k'uo0,k'uo5	kwo,kwo0,kwo5	kuo,kuo0,kuo5	ㄎㄨㄛ˙,ㄎㄨㄛ	.kuo	k'ouo,k'ouo0,k'ouo5	kuo
kuo1	kuō	k'uo1	kwo1	kuo1	ㄎㄨㄛˉ	kuo	k'ouo1	kuo1
kuo2	kuó	k'uo2	kwo2	kuo2	ㄎㄨㄛˊ	kwo	k'ouo2	kuo2
kuo3	kuǒ	k'uo3	kwo3	kuo3	ㄎㄨㄛˇ	kuoo	k'ouo3	kuo3
kuo4	kuò	k'uo4	kwo4	kuo4	ㄎㄨㄛˋ	kuoh	k'ouo4	kuo4
la,la0,la5	la	la,la0,la5	la,la0,la5	la,la0,la5	ㄌㄚ˙,ㄌㄚ	.la	la,la0,la5	la
la1	lā	la1	la1	la1	ㄌㄚˉ	lha	la1	la1
la2	lá	la2	la2	la2	ㄌㄚˊ	la	la2	la2
la3	lǎ	la3	la3	la3	ㄌㄚˇ	laa	la3	la3
la4	là	la4	la4	la4	ㄌㄚˋ	lah	la4	la4
lai,lai0,lai5	lai	lai,lai0,lai5	lai,lai0,lai5	lai,lai0,lai5	ㄌㄞ˙,ㄌㄞ	.lai	lai,lai0,lai5	lai
lai1	lāi	lai1	lai1	lai1	ㄌㄞˉ	lhai	lai1	lai1
lai2	lái	lai2	lai2	lai2	ㄌㄞˊ	lai	lai2	lai2
lai3	lǎi	lai3	lai3	lai3	ㄌㄞˇ	lae	lai3	lai3
lai4	lài	lai4	lai4	lai4	ㄌㄞˋ	lay	lai4	lai4
lan,lan0,lan5	lan	lan,lan0,lan5	lan,lan0,lan5	lan,lan0,lan5	ㄌㄢ˙,ㄌㄢ	.lan	lan,lan0,lan5	lan
lan1	lān	lan1	lan1	lan1	ㄌㄢˉ	lhan	lan1	lan1
lan2	lán	lan2	lan2	lan2	ㄌㄢˊ	lan	lan2	lan2
lan3	lǎn	lan3	lan3	lan3	ㄌㄢˇ	laan	lan3	lan3
lan4	làn	lan4	lan4	lan4	ㄌㄢˋ	lann	lan4	lan4
lang,lang0,lang5	lang	lang,lang0,lang5	lang,lang0,lang5	lang,lang0,lang5	ㄌㄤ˙,ㄌㄤ	.lang	lang,lang0,lang5	lang
lang1	lāng	lang1	lang1	lang1	ㄌㄤˉ	lhang	lang1	lang1
lang2	láng	lang2	lang2	lang2	ㄌㄤˊ	lang	lang2	lang2
lang3	lǎng	lang3	lang3	lang3	ㄌㄤˇ	laang	lang3	lang3
lang4	làng	lang4	lang4	lang4	ㄌㄤˋ	lanq	lang4	lang4
lao,lao0,lao5	lao	lao,lao0,lao5	lau,lau0,lau5	lau,lau0,lau5	ㄌㄠ˙,ㄌㄠ	.lau	lao,lao0,lao5	lao
lao1	lāo	lao1	lau1	lau1	ㄌㄠˉ	lhau	lao1	lao1
lao2	láo	lao2	lau2	lau2	ㄌㄠˊ	lau	lao2	lao2
lao3	lǎo	lao3	lau3	lau3	ㄌㄠˇ	lao	lao3	lao3
lao4	lào	lao4	lau4	lau4	ㄌㄠˋ	law	lao4	lao4
le,le0,le5	le	le,le0,le5,lê,lê0,lê5	le,le0,le5	le,le0,le5	ㄌㄜ˙,ㄌㄜ	.le	le,le0,le5	le
le1	lē	le1,lê1	le1	le1	ㄌㄜˉ	lhe	le1	le1
le2	lé	le2,lê2	le2	le2	ㄌㄜˊ	le	le2	le2
le3	lě	le3,lê3	le3	le3	ㄌㄜˇ	lee	le3	le3
le4	lè	le4,lê4	le4	le4	ㄌㄜˋ	leh	le4	le4
lei,lei0,lei5	lei	lei,lei0,lei5	lei,lei0,lei5	lei,lei0,lei5	ㄌㄟ˙,ㄌㄟ	.lei	lei,lei0,lei5	lei
lei1	lēi	lei1	lei1	lei1	ㄌㄟˉ	lhei	lei1	lei1
lei2	léi	lei2	lei2	lei2	ㄌㄟˊ	lei	lei2	lei2
lei3	lěi	lei3	lei3	lei3	ㄌㄟˇ	leei	lei3	lei3
lei4	lèi	lei4	lei4	lei4	ㄌㄟˋ	ley	lei4	lei4
leng,leng0,leng5	leng	leng,leng0,leng5,lêng,lêng0,lêng5	leng,leng0,leng5	leng,leng0,leng5	ㄌㄥ˙,ㄌㄥ	.leng	leng,leng0,leng5	leng
leng1	lēng	leng1,lêng1	leng1	leng1	ㄌㄥˉ	lheng	leng1	leng1
leng2	léng	leng2,lêng2	leng2	leng2	ㄌㄥˊ	leng	leng2	leng2
leng3	lěng	leng3,lêng3	leng3	leng3	ㄌㄥˇ	leeng	leng3	leng3
leng4	lèng	leng4,lêng4	leng4	leng4	ㄌㄥˋ	lenq	leng4	leng4
li,li0,li5	li	li,li0,li5	li,li0,li5	li,li0,li5	ㄌ一˙,ㄌ一	.li	li,li0,li5	li
li1	lī	li1	li1	li1	ㄌ一ˉ	lhi	li1	li1
li2	lí	li2	li2	li2	ㄌ一ˊ	li	li2	li2
li3	lǐ	li3	li3	li3	ㄌ一ˇ	lii	li3	li3
li4	lì	li4	li4	li4	ㄌ一ˋ	lih	li4	li4
lia,lia0,lia5	lia	lia,lia0,lia5	lya,lya0,lya5	lia,lia0,lia5	ㄌ一ㄚ˙,ㄌ一ㄚ	.lia	lea,lea0,lea5	lia
lia1	liā	lia1	lya1	lia1	ㄌ一ㄚˉ	lhia	lea1	lia1
lia2	liá	lia2	lya2	lia2	ㄌ一ㄚˊ	lia	lea2	lia2
lia3	liǎ	lia3	lya3	lia3	ㄌ一ㄚˇ	lea	lea3	lia3
lia4	lià	lia4	lya4	lia4	ㄌ一ㄚˋ	liah	lea4	lia4
lian,lian0,lian5	lian	lien,lien0,lien5	lyan,lyan0,lyan5	lian,lian0,lian5	ㄌ一ㄢ˙,ㄌ一ㄢ	.lian	lien,lien0,lien5	lian
lian1	liān	lien1	lyan1	lian1	ㄌ一ㄢˉ	lhian	lien1	lian1
lian2	lián	lien2	lyan2	lian2	ㄌ一ㄢˊ	lian	lien2	lian2
lian3	liǎn	lien3	lyan3	lian3	ㄌ一ㄢˇ	lean	lien3	lian3
lian4	liàn	lien4	lyan4	lian4	ㄌ一ㄢˋ	liann	lien4	lian4
liang,liang0,liang5	liang	liang,liang0,liang5	lyang,lyang0,lyang5	liang,liang0,liang5	ㄌ一ㄤ˙,ㄌ一ㄤ	.liang	leang,leang0,leang5	liang
liang1	liāng	liang1	lyang1	liang1	ㄌ一ㄤˉ	lhiang	leang1	liang1
liang2	liáng	liang2	lyang2	liang2	ㄌ一ㄤˊ	liang	leang2	liang2
liang3	liǎng	liang3	lyang3	liang3	ㄌ一ㄤˇ	leang	leang3	liang3
liang4	liàng	liang4	lyang4	liang4	ㄌ一ㄤˋ	lianq	leang4	liang4
liao,liao0,liao5	liao	liao,liao0,liao5	lyau,lyau0,lyau5	liau,liau0,liau5	ㄌ一ㄠ˙,ㄌ一ㄠ	.liau	leao,leao0,leao5	liao
liao1	liāo	liao1	lyau1	liau1	ㄌ一ㄠˉ	lhiau	leao1	liao1
liao2	liáo	liao2	lyau2	liau2	ㄌ一ㄠˊ	liau	leao2	liao2
liao3	liǎo	liao3	lyau3	liau3	ㄌ一ㄠˇ	leau	leao3	liao3
liao4	liào	liao4	lyau4	liau4	ㄌ一ㄠˋ	liaw	leao4	liao4
lie,lie0,lie5	lie	lieh,lieh0,lieh5	lye,lye0,lye5	lie,lie0,lie5	ㄌ一ㄝ˙,ㄌ一ㄝ	.lie	lie,lie0,lie5	lie
lie1	liē	lieh1	lye1	lie1	ㄌ一ㄝˉ	lhie	lie1	lie1
lie2	lié	lieh2	lye2	lie2	ㄌ一ㄝˊ	lie	lie2	lie2
lie3	liě	lieh3	lye3	lie3	ㄌ一ㄝˇ	liee	lie3	lie3
lie4	liè	lieh4	lye4	lie4	ㄌ一ㄝˋ	lieh	lie4	lie4
lin,lin0,lin5	lin	lin,lin0,lin5	lin,lin0,lin5	lin,lin0,lin5	ㄌ一ㄣ˙,ㄌ一ㄣ	.lin	lin,lin0,lin5	lin
lin1	līn	lin1	lin1	lin1	ㄌ一ㄣˉ	lhin	lin1	lin1
lin2	lín	lin2	lin2	lin2	ㄌ一ㄣˊ	lin	lin2	lin2
lin3	lǐn	lin3	lin3	lin3	ㄌ一ㄣˇ	liin	lin3	lin3
lin4	lìn	lin4	lin4	lin4	ㄌ一ㄣˋ	linn	lin4	lin4
ling,ling0,ling5	ling	ling,ling0,ling5	ling,ling0,ling5	ling,ling0,ling5	ㄌ一ㄥ˙,ㄌ一ㄥ	.ling	ling,ling0,ling5	ling
ling1	līng	ling1	ling1	ling1	ㄌ一ㄥˉ	lhing	ling1	ling1
ling2	líng	ling2	ling2	ling2	ㄌ一ㄥˊ	ling	ling2	ling2
ling3	lǐng	ling3	ling3	ling3	ㄌ一ㄥˇ	liing	ling3	ling3
ling4	lìng	ling4	ling4	ling4	ㄌ一ㄥˋ	linq	ling4	ling4
liu,liu0,liu5	liu	liu,liu0,liu5	lyou,lyou0,lyou5	liou,liou0,liou5	ㄌ一ㄡ˙,ㄌ一ㄡ	.liou	lieou,lieou0,lieou5	liou
liu1	liū	liu1	lyou1	liou1	ㄌ一ㄡˉ	lhiou	lieou1	liou1
liu2	liú	liu2	lyou2	liou2	ㄌ一ㄡˊ	liou	lieou2	liou2
liu3	liǔ	liu3	lyou3	liou3	ㄌ一ㄡˇ	leou	lieou3	liou3
liu4	liù	liu4	lyou4	liou4	ㄌ一ㄡˋ	liow	lieou4	liou4
long,long0,long5	long	lung,lung0,lung5	lung,lung0,lung5	lung,lung0,lung5	ㄌㄨㄥ˙,ㄌㄨㄥ	.long	long,long0,long5	long
long1	lōng	lung1	lung1	lung1	ㄌㄨㄥˉ	lhong	long1	long1
long2	lóng	lung2	lung2	lung2	ㄌㄨㄥˊ	long	long2	long2
long3	lǒng	lung3	lung3	lung3	ㄌㄨㄥˇ	loong	long3	long3
long4	lòng	lung4	lung4	lung4	ㄌㄨㄥˋ	lonq	long4	long4
lou,lou0,lou5	lou	lou,lou0,lou5	lou,lou0,lou5	lou,lou0,lou5	ㄌㄡ˙,ㄌㄡ	.lou	leou,leou0,leou5	lou
lou1	lōu	lou1	lou1	lou1	ㄌㄡˉ	lhou	leou1	lou1
lou2	lóu	lou2	lou2	lou2	ㄌㄡˊ	lou	leou2	lou2
lou3	lǒu	lou3	lou3	lou3	ㄌㄡˇ	loou	leou3	lou3
lou4	lòu	lou4	lou4	lou4	ㄌㄡˋ	low	leou4	lou4
lu,lu0,lu5	lu	lu,lu0,lu5	lu,lu0,lu5	lu,lu0,lu5	ㄌㄨ˙,ㄌㄨ	.lu	lou,lou0,lou5	lu
lu1	lū	lu1	lu1	lu1	ㄌㄨˉ	lhu	lou1	lu1
lu2	lú	lu2	lu2	lu2	ㄌㄨˊ	lu	lou2	lu2
lu3	lǔ	lu3	lu3	lu3	ㄌㄨˇ	luu	lou3	lu3
lu4	lù	lu4	lu4	lu4	ㄌㄨˋ	luh	lou4	lu4
luan,luan0,luan5	luan	luan,luan0,luan5	lwan,lwan0,lwan5	luan,luan0,luan5	ㄌㄨㄢ˙,ㄌㄨㄢ	.luan	louan,louan0,louan5	luan
luan1	luān	luan1	lwan1	luan1	ㄌㄨㄢˉ	lhuan	louan1	luan1
luan2	luán	luan2	lwan2	luan2	ㄌㄨㄢˊ	luan	louan2	luan2
luan3	luǎn	luan3	lwan3	luan3	ㄌㄨㄢˇ	loan	louan3	luan3
luan4	luàn	luan4	lwan4	luan4	ㄌㄨㄢˋ	luann	louan4	luan4
lue,lue0,lue5	lue	lüeh,lüeh0,lüeh5,lu:eh,lu:eh0,lu:eh5	lyue,lyue0,lyue5	liue,liue0,liue5	ㄌㄩㄝ˙,ㄌㄩㄝ	.liue	liue,liue0,liue5,lio,lio0,lio5	lyue
lue1	luē	lüeh1,lu:eh1	lyue1	liue1	ㄌㄩㄝˉ	lhiue	liue1,lio1	lyue1
lue2	lué	lüeh2,lu:eh2	lyue2	liue2	ㄌㄩㄝˊ	liue	liue2,lio2	lyue2
lue3	luě	lüeh3,lu:eh3	lyue3	liue3	ㄌㄩㄝˇ	leue	liue3,lio3	lyue3
lue4	luè	lüeh4,lu:eh4	lyue4	liue4	ㄌㄩㄝˋ	liueh	liue4,lio4	lyue4
lun,lun0,lun5	lun	lun,lun0,lun5	lwun,lwun0,lwun5	luen,luen0,luen5	ㄌㄨㄣ˙,ㄌㄨㄣ	.luen	louen,louen0,louen5	lun
lun1	lūn	lun1	lwun1	luen1	ㄌㄨㄣˉ	lhuen	louen1	lun1
lun2	lún	lun2	lwun2	luen2	ㄌㄨㄣˊ	luen	louen2	lun2
lun3	lǔn	lun3	lwun3	luen3	ㄌㄨㄣˇ	loen	louen3	lun3
lun4	lùn	lun4	lwun4	luen4	ㄌㄨㄣˋ	luenn	louen4	lun4
luo,luo0,luo5	luo	lo,lo0,lo5	lwo,lwo0,lwo5	luo,luo0,luo5	ㄌㄨㄛ˙,ㄌㄨㄛ	.luo	lo,lo0,lo5	luo
luo1	luō	lo1	lwo1	luo1	ㄌㄨㄛˉ	lhuo	lo1	luo1
luo2	luó	lo2	lwo2	luo2	ㄌㄨㄛˊ	luo	lo2	luo2
luo3	luǒ	lo3	lwo3	luo3	ㄌㄨㄛˇ	luoo	lo3	luo3
luo4	luò	lo4	lwo4	luo4	ㄌㄨㄛˋ	luoh	lo4	luo4
lü,lü0,lü5,lu:,lu:0,lu:5,lv,lv0,lv5,lyu,lyu0,lyu5	lü	lü,lü0,lü5,lu:,lu:0,lu:5	lyu,lyu0,lyu5	liu,liu0,liu5	ㄌㄩ˙,ㄌㄩ	.liu	liu	lyu
lü1,lu:1,lv1,lyu1	lǖ	lü1,lu:1	lyu1	liu1	ㄌㄩˉ	lhiu	liu1	lyu1
lü2,lu:2,lv2,lyu2	lǘ	lü2,lu:2	lyu2	liu2	ㄌㄩˊ	liu	liu2	lyu2
lü3,lu:3,lv3,lyu3	lǚ	lü3,lu:3	lyu3	liu3	ㄌㄩˇ	leu	liu3	lyu3
lü4,lu:4,lv4,lyu4	lǜ	lü4,lu:4	lyu4	liu4	ㄌㄩˋ	liuh	liu4	lyu4
lüan,lüan0,lüan5,lu:an,lu:an0,lu:an5	lüan	lüan,lüan0,lüan5,lu:an,lu:an0,lu:an5	lywan,lywan0,lywan5	liuan,liuan0,liuan5	ㄌㄩㄢ˙,ㄌㄩㄢ	.liuan	liuan,liuan0,liuan5	lyuan
lüan1,lu:an1	lüān	lüan1,lu:an1	lywan1	liuan1	ㄌㄩㄢˉ	lhiuan	liuan1	lyuan1
lüan2,lu:an2	lüán	lüan2,lu:an2	lywan2	liuan2	ㄌㄩㄢˊ	liuan	liuan2	lyuan2
lüan3,lu:an3	lüǎn	lüan3,lu:an3	lywan3	liuan3	ㄌㄩㄢˇ	leuan	liuan3	lyuan3
lüan4,lu:an4	lüàn	lüan4,lu:an4	lywan4	liuan4	ㄌㄩㄢˋ	liuann	liuan4	lyuan4
lün,lün0,lün5,lu:n,lu:n0,lu:n5	lün	lün,lün0,lün5,lu:n,lu:n0,lu:n5	lyun,lyun0,lyun5	liuen,liuen0,liuen5	ㄌㄩㄣ˙,ㄌㄩㄣ	.liun	liun,liun0,liun5	lyun
lün1,lu:n1	lǖn	lün1,lu:n1	lyun1	liuen1	ㄌㄩㄣˉ	lhiun	liun1	lyun1
lün2,lu:n2	lǘn	lün2,lu:n2	lyun2	liuen2	ㄌㄩㄣˊ	liun	liun2	lyun2
lün3,lu:n3	lǚn	lün3,lu:n3	lyun3	liuen3	ㄌㄩㄣˇ	leun	liun3	lyun3
lün4,lu:n4	lǜn	lün4,lu:n4	lyun4	liuen4	ㄌㄩㄣˋ	liunn	liun4	lyun4
ma,ma0,ma5	ma	ma,ma0,ma5	ma,ma0,ma5	ma,ma0,ma5	ㄇㄚ˙,ㄇㄚ	.ma	ma,ma0,ma5	ma
ma1	mā	ma1	ma1	ma1	ㄇㄚˉ	mha	ma1	ma1
ma2	má	ma2	ma2	ma2	ㄇㄚˊ	ma	ma2	ma2
ma3	mǎ	ma3	ma3	ma3	ㄇㄚˇ	maa	ma3	ma3
ma4	mà	ma4	ma4	ma4	ㄇㄚˋ	mah	ma4	ma4
mai,mai0,mai5	mai	mai,mai0,mai5	mai,mai0,mai5	mai,mai0,mai5	ㄇㄞ˙,ㄇㄞ	.mai	mai,mai0,mai5	mai
mai1	māi	mai1	mai1	mai1	ㄇㄞˉ	mhai	mai1	mai1
mai2	mái	mai2	mai2	mai2	ㄇㄞˊ	mai	mai2	mai2
mai3	mǎi	mai3	mai3	mai3	ㄇㄞˇ	mae	mai3	mai3
mai4	mài	mai4	mai4	mai4	ㄇㄞˋ	may	mai4	mai4
man,man0,man5	man	man,man0,man5	man,man0,man5	man,man0,man5	ㄇㄢ˙,ㄇㄢ	.man	man,man0,man5	man
man1	mān	man1	man1	man1	ㄇㄢˉ	mhan	man1	man1
man2	mán	man2	man2	man2	ㄇㄢˊ	man	man2	man2
man3	mǎn	man3	man3	man3	ㄇㄢˇ	maan	man3	man3
man4	màn	man4	man4	man4	ㄇㄢˋ	mann	man4	man4
mang,mang0,mang5	mang	mang,mang0,mang5	mang,mang0,mang5	mang,mang0,mang5	ㄇㄤ˙,ㄇㄤ	.mang	mang,mang0,mang5	mang
mang1	māng	mang1	mang1	mang1	ㄇㄤˉ	mhang	mang1	mang1
mang2	máng	mang2	mang2	mang2	ㄇㄤˊ	mang	mang2	mang2
mang3	mǎng	mang3	mang3	mang3	ㄇㄤˇ	maang	mang3	mang3
mang4	màng	mang4	mang4	mang4	ㄇㄤˋ	manq	mang4	mang4
mao,mao0,mao5	mao	mao,mao0,mao5	mau,mau0,mau5	mau,mau0,mau5	ㄇㄠ˙,ㄇㄠ	.mau	mao,mao0,mao5	mao
mao1	māo	mao1	mau1	mau1	ㄇㄠˉ	mhau	mao1	mao1
mao2	máo	mao2	mau2	mau2	ㄇㄠˊ	mau	mao2	mao2
mao3	mǎo	mao3	mau3	mau3	ㄇㄠˇ	mao	mao3	mao3
mao4	mào	mao4	mau4	mau4	ㄇㄠˋ	maw	mao4	mao4
me,me0,me5	me	me,me0,me5,mê,mê0,mê5	me,me0,me5	me,me0,me5	ㄇㄜ˙,ㄇㄜ	.me	me,me0,me5	me
me1	mē	me1,mê1	me1	me1	ㄇㄜˉ	mhe	me1	me1
me2	mé	me2,mê2	me2	me2	ㄇㄜˊ	me	me2	me2
me3	mě	me3,mê3	me3	me3	ㄇㄜˇ	mee	me3	me3
me4	mè	me4,mê4	me4	me4	ㄇㄜˋ	meh	me4	me4
mei,mei0,mei5	mei	mei,mei0,mei5	mei,mei0,mei5	mei,mei0,mei5	ㄇㄟ˙,ㄇㄟ	.mei	mei,mei0,mei5	mei
mei1	mēi	mei1	mei1	mei1	ㄇㄟˉ	mhei	mei1	mei1
mei2	méi	mei2	mei2	mei2	ㄇㄟˊ	mei	mei2	mei2
mei3	měi	mei3	mei3	mei3	ㄇㄟˇ	meei	mei3	mei3
mei4	mèi	mei4	mei4	mei4	ㄇㄟˋ	mey	mei4	mei4
men,men0,men5	men	men,men0,men5,mên,mên0,mên5	men,men0,men5	men,men0,men5	ㄇㄣ˙,ㄇㄣ	.men	men,men0,men5	men
men1	mēn	men1,mên1	men1	men1	ㄇㄣˉ	mhen	men1	men1
men2	mén	men2,mên2	men2	men2	ㄇㄣˊ	men	men2	men2
men3	měn	men3,mên3	men3	men3	ㄇㄣˇ	meen	men3	men3
men4	mèn	men4,mên4	men4	men4	ㄇㄣˋ	menn	men4	men4
meng,meng0,meng5	meng	meng,meng0,meng5,mêng,mêng0,mêng5	meng,meng0,meng5	meng,meng0,meng5	ㄇㄥ˙,ㄇㄥ	.meng	mong,mong0,mong5	meng
meng1	mēng	meng1,mêng1	meng1	meng1	ㄇㄥˉ	mheng	mong1	meng1
